,Team,Match Up,Game Date,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,a.Team,a.Match Up,a.Game Date,a.W/L,a.PTS,a.FGM,a.FGA,a.FG%,a.3PM,a.3PA,a.3P%,a.FTM,a.FTA,a.FT%,a.OREB,a.DREB,a.REB,a.AST,a.STL,a.BLK,a.TOV,a.PF,a.+/-
152,HOU,HOU vs. BKN,03/07/2023,L,96,36,83,43.4,7,26,26.9,17,24,70.8,15,33,48,14,6,1,19,22,-22,BKN,BKN @ HOU,03/07/2023,W,118,40,81,49.4,15,40,37.5,23,29,79.3,5,31,36,23,12,7,12,21,22
153,NYK,NYK vs. CHA,03/07/2023,L,105,38,89,42.7,11,40,27.5,18,24,75.0,10,29,39,18,3,4,8,18,-7,CHA,CHA @ NYK,03/07/2023,W,112,42,85,49.4,12,32,37.5,16,21,76.2,10,32,42,27,2,5,12,20,7
154,OKC,OKC vs. GSW,03/07/2023,W,137,50,94,53.2,17,37,45.9,20,24,83.3,13,31,44,28,10,2,18,17,9,GSW,GSW @ OKC,03/07/2023,L,128,47,89,52.8,20,51,39.2,14,16,87.5,8,25,33,36,8,3,21,21,-9
155,LAL,LAL vs. MEM,03/07/2023,W,112,41,90,45.6,7,28,25.0,23,29,79.3,7,50,57,27,4,2,15,18,9,MEM,MEM @ LAL,03/07/2023,L,103,36,93,38.7,9,37,24.3,22,29,75.9,6,39,45,18,6,6,7,25,-9
156,DAL,DAL vs. UTA,03/07/2023,W,120,42,89,47.2,19,45,42.2,17,22,77.3,3,40,43,24,10,6,17,20,4,UTA,UTA @ DAL,03/07/2023,L,116,41,92,44.6,15,44,34.1,19,25,76.0,6,41,47,23,10,4,16,23,-4
157,MIN,MIN vs. PHI,03/07/2023,L,94,34,86,39.5,11,36,30.6,15,21,71.4,6,28,34,19,9,7,11,16,-23,PHI,PHI @ MIN,03/07/2023,W,117,40,81,49.4,15,25,60.0,22,23,95.7,8,46,54,21,8,6,16,17,23
158,DET,DET vs. WAS,03/07/2023,L,117,43,84,51.2,13,30,43.3,18,22,81.8,10,20,30,29,6,3,12,16,-2,WAS,WAS @ DET,03/07/2023,W,119,47,81,58.0,12,25,48.0,13,17,76.5,9,28,37,27,9,5,15,20,2
159,CLE,CLE vs. BOS,03/06/2023,W,118,43,96,44.8,12,34,35.3,20,25,80.0,16,42,58,27,4,7,15,20,4,BOS,BOS @ CLE,03/06/2023,L,114,42,101,41.6,16,48,33.3,14,21,66.7,15,37,52,25,5,5,14,21,-4
160,SAC,SAC vs. NOP,03/06/2023,W,123,47,83,56.6,16,38,42.1,13,20,65.0,6,27,33,39,7,3,11,12,15,NOP,NOP @ SAC,03/06/2023,L,108,43,80,53.8,11,29,37.9,11,14,78.6,7,33,40,29,6,4,16,19,-15
161,IND,IND vs. PHI,03/06/2023,L,143,53,90,58.9,15,37,40.5,22,31,71.0,5,25,30,28,8,4,9,24,-4,PHI,PHI @ IND,03/06/2023,W,147,48,82,58.5,16,34,47.1,35,38,92.1,5,31,36,37,6,5,12,26,4
162,DET,DET vs. POR,03/06/2023,L,104,40,86,46.5,10,32,31.3,14,20,70.0,16,36,52,30,9,6,16,21,-6,POR,POR @ DET,03/06/2023,W,110,38,78,48.7,15,33,45.5,19,25,76.0,5,33,38,28,7,6,11,17,6
163,MIA,MIA vs. ATL,03/06/2023,W,130,41,77,53.2,16,29,55.2,32,37,86.5,8,24,32,27,6,4,11,17,2,ATL,ATL @ MIA,03/06/2023,L,128,51,92,55.4,9,29,31.0,17,23,73.9,12,25,37,28,5,0,11,25,-2
164,DEN,DEN vs. TOR,03/06/2023,W,118,43,86,50.0,13,33,39.4,19,23,82.6,12,29,41,30,9,2,14,12,5,TOR,TOR @ DEN,03/06/2023,L,113,43,86,50.0,10,27,37.0,17,20,85.0,11,30,41,29,6,4,15,20,-5
165,BOS,BOS vs. NYK,03/05/2023,L,129,43,109,39.4,21,59,35.6,22,25,88.0,17,37,54,27,8,5,16,28,-2,NYK,NYK @ BOS,03/05/2023,W,131,47,95,49.5,15,41,36.6,22,32,68.8,11,43,54,18,7,4,20,27,2
166,HOU,HOU vs. SAS,03/05/2023,W,142,52,85,61.2,13,24,54.2,25,29,86.2,6,38,44,29,10,3,12,20,32,SAS,SAS @ HOU,03/05/2023,L,110,43,93,46.2,11,34,32.4,13,21,61.9,13,22,35,23,5,4,15,20,-32
167,ORL,ORL vs. POR,03/05/2023,L,119,42,84,50.0,11,31,35.5,24,31,77.4,6,32,38,29,11,2,11,25,-3,POR,POR @ ORL,03/05/2023,W,122,39,83,47.0,16,47,34.0,28,32,87.5,9,37,46,27,9,5,17,22,3
168,DAL,DAL vs. PHX,03/05/2023,L,126,38,77,49.4,15,38,39.5,35,38,92.1,5,26,31,15,5,0,10,22,-4,PHX,PHX @ DAL,03/05/2023,W,130,49,89,55.1,12,34,35.3,20,25,80.0,9,32,41,27,5,2,9,28,4
169,BKN,BKN vs. CHA,03/05/2023,W,102,36,92,39.1,12,43,27.9,18,22,81.8,8,44,52,21,5,9,8,12,16,CHA,CHA @ BKN,03/05/2023,L,86,33,88,37.5,8,30,26.7,12,15,80.0,5,44,49,17,2,3,10,19,-16
170,OKC,OKC vs. UTA,03/05/2023,W,129,44,87,50.6,14,37,37.8,27,33,81.8,11,31,42,24,9,4,12,20,10,UTA,UTA @ OKC,03/05/2023,L,119,43,88,48.9,11,37,29.7,22,27,81.5,12,27,39,30,5,8,16,25,-10
171,WAS,WAS vs. MIL,03/05/2023,L,111,46,108,42.6,8,31,25.8,11,12,91.7,20,36,56,21,8,2,9,19,-6,MIL,MIL @ WAS,03/05/2023,W,117,39,83,47.0,22,49,44.9,17,22,77.3,7,38,45,30,5,6,12,15,6
172,LAL,LAL vs. GSW,03/05/2023,W,113,42,95,44.2,11,33,33.3,18,22,81.8,10,36,46,29,3,3,9,17,8,GSW,GSW @ LAL,03/05/2023,L,105,36,91,39.6,18,52,34.6,15,18,83.3,7,35,42,27,2,6,13,21,-8
173,CHI,CHI vs. IND,03/05/2023,L,122,45,74,60.8,10,22,45.5,22,25,88.0,4,29,33,18,6,3,15,20,-3,IND,IND @ CHI,03/05/2023,W,125,48,94,51.1,16,44,36.4,13,16,81.3,13,22,35,27,5,6,9,18,3
174,LAC,LAC vs. MEM,03/05/2023,W,135,45,85,52.9,12,29,41.4,33,35,94.3,13,40,53,25,6,2,17,17,6,MEM,MEM @ LAC,03/05/2023,L,129,50,92,54.3,18,34,52.9,11,15,73.3,2,24,26,32,13,3,8,23,-6
175,WAS,WAS vs. TOR,03/04/2023,L,109,38,75,50.7,14,24,58.3,19,22,86.4,9,34,43,26,9,5,24,16,-7,TOR,TOR @ WAS,03/04/2023,W,116,47,90,52.2,12,30,40.0,10,14,71.4,10,24,34,30,14,4,14,21,7
176,SAC,SAC vs. MIN,03/04/2023,L,134,49,89,55.1,14,27,51.9,22,30,73.3,11,28,39,25,5,1,6,21,-4,MIN,MIN @ SAC,03/04/2023,W,138,48,80,60.0,20,39,51.3,22,31,71.0,6,34,40,31,4,6,12,21,4
177,MIL,MIL vs. PHI,03/04/2023,L,130,44,83,53.0,17,34,50.0,25,28,89.3,11,32,43,30,3,3,13,23,-3,PHI,PHI @ MIL,03/04/2023,W,133,42,84,50.0,18,37,48.6,31,37,83.8,9,23,32,24,5,1,6,21,3
178,SAS,SAS vs. HOU,03/04/2023,L,110,38,86,44.2,15,37,40.5,19,20,95.0,13,29,42,24,9,3,15,20,-12,HOU,HOU @ SAS,03/04/2023,W,122,49,87,56.3,8,23,34.8,16,22,72.7,14,31,45,26,9,5,16,24,12
179,MIA,MIA vs. ATL,03/04/2023,W,117,42,83,50.6,13,35,37.1,20,23,87.0,12,31,43,31,5,3,20,19,8,ATL,ATL @ MIA,03/04/2023,L,109,37,79,46.8,9,30,30.0,26,30,86.7,10,27,37,22,12,1,16,23,-8
180,CLE,CLE vs. DET,03/04/2023,W,114,45,91,49.5,14,34,41.2,10,18,55.6,8,31,39,29,14,8,12,18,24,DET,DET @ CLE,03/04/2023,L,90,33,81,40.7,6,24,25.0,18,25,72.0,12,37,49,19,5,7,24,15,-24
181,GSW,GSW vs. NOP,03/03/2023,W,108,40,78,51.3,10,31,32.3,18,20,90.0,9,34,43,28,7,4,18,22,9,NOP,NOP @ GSW,03/03/2023,L,99,34,77,44.2,10,29,34.5,21,27,77.8,7,22,29,20,9,4,13,22,-9
182,DEN,DEN vs. MEM,03/03/2023,W,113,40,87,46.0,8,31,25.8,25,31,80.6,13,40,53,28,6,5,10,21,16,MEM,MEM @ DEN,03/03/2023,L,97,31,84,36.9,11,32,34.4,24,31,77.4,10,30,40,24,6,6,11,24,-16
183,CHA,CHA vs. ORL,03/03/2023,L,106,38,78,48.7,9,24,37.5,21,25,84.0,8,26,34,25,11,4,21,20,-11,ORL,ORL @ CHA,03/03/2023,W,117,46,86,53.5,10,26,38.5,15,19,78.9,13,29,42,21,9,4,20,24,11
184,LAL,LAL vs. MIN,03/03/2023,L,102,36,87,41.4,10,31,32.3,20,24,83.3,11,30,41,23,8,2,15,19,-8,MIN,MIN @ LAL,03/03/2023,W,110,42,89,47.2,14,34,41.2,12,16,75.0,10,36,46,29,10,6,14,21,8
185,ATL,ATL vs. POR,03/03/2023,W,129,52,91,57.1,12,26,46.2,13,16,81.3,10,33,43,30,10,5,17,19,18,POR,POR @ ATL,03/03/2023,L,111,41,87,47.1,13,39,33.3,16,20,80.0,9,25,34,22,11,7,18,15,-18
186,BOS,BOS vs. BKN,03/03/2023,L,105,41,84,48.8,9,29,31.0,14,20,70.0,9,39,48,26,8,8,19,19,-10,BKN,BKN @ BOS,03/03/2023,W,115,40,95,42.1,14,44,31.8,21,26,80.8,13,34,47,25,9,6,13,20,10
187,CHI,CHI vs. PHX,03/03/2023,L,104,39,83,47.0,7,23,30.4,19,25,76.0,9,25,34,24,7,1,9,15,-21,PHX,PHX @ CHI,03/03/2023,W,125,42,84,50.0,20,47,42.6,21,25,84.0,13,28,41,29,6,7,11,20,21
188,SAC,SAC vs. LAC,03/03/2023,W,128,46,87,52.9,10,33,30.3,26,26,100.0,9,36,45,26,3,2,11,22,1,LAC,LAC @ SAC,03/03/2023,L,127,47,87,54.0,14,41,34.1,19,27,70.4,6,26,32,31,7,3,7,24,-1
189,MIA,MIA vs. NYK,03/03/2023,L,120,39,81,48.1,12,25,48.0,30,32,93.8,11,28,39,23,7,2,12,17,-2,NYK,NYK @ MIA,03/03/2023,W,122,47,81,58.0,17,41,41.5,11,17,64.7,6,28,34,23,8,4,12,23,2
190,OKC,OKC vs. UTA,03/03/2023,W,130,52,104,50.0,17,43,39.5,9,14,64.3,11,29,40,31,12,5,7,22,27,UTA,UTA @ OKC,03/03/2023,L,103,38,78,48.7,9,29,31.0,18,23,78.3,10,38,48,24,5,14,26,18,-27
191,DAL,DAL vs. PHI,03/02/2023,W,133,45,82,54.9,25,48,52.1,18,27,66.7,5,26,31,26,8,1,13,22,7,PHI,PHI @ DAL,03/02/2023,L,126,45,78,57.7,12,27,44.4,24,29,82.8,5,32,37,28,9,1,14,24,-7
192,SAS,SAS vs. IND,03/02/2023,W,110,45,98,45.9,10,32,31.3,10,13,76.9,13,37,50,31,5,6,17,14,11,IND,IND @ SAS,03/02/2023,L,99,41,90,45.6,8,23,34.8,9,11,81.8,6,34,40,23,11,8,14,18,-11
193,GSW,GSW vs. LAC,03/02/2023,W,115,39,93,41.9,14,46,30.4,23,27,85.2,15,45,60,25,9,6,12,20,24,LAC,LAC @ GSW,03/02/2023,L,91,32,89,36.0,9,43,20.9,18,21,85.7,9,38,47,19,5,5,16,24,-24
194,WAS,WAS vs. TOR,03/02/2023,W,119,43,84,51.2,14,30,46.7,19,24,79.2,9,34,43,30,5,4,15,12,11,TOR,TOR @ WAS,03/02/2023,L,108,41,92,44.6,9,33,27.3,17,17,100.0,13,30,43,28,8,7,14,21,-11
195,POR,POR vs. NOP,03/01/2023,L,110,36,81,44.4,11,38,28.9,27,29,93.1,12,29,41,18,5,8,14,18,-11,NOP,NOP @ POR,03/01/2023,W,121,46,89,51.7,9,25,36.0,20,23,87.0,11,30,41,23,9,4,6,20,11
196,OKC,OKC vs. LAL,03/01/2023,L,117,44,91,48.4,11,40,27.5,18,24,75.0,12,30,42,29,8,4,13,27,-6,LAL,LAL @ OKC,03/01/2023,W,123,38,80,47.5,16,35,45.7,31,39,79.5,10,31,41,22,8,8,13,19,6
197,MIL,MIL vs. ORL,03/01/2023,W,139,49,94,52.1,26,56,46.4,15,19,78.9,8,38,46,29,4,1,8,23,22,ORL,ORL @ MIL,03/01/2023,L,117,43,94,45.7,9,33,27.3,22,29,75.9,12,38,50,22,3,5,13,18,-22
198,HOU,HOU vs. MEM,03/01/2023,L,99,36,90,40.0,11,34,32.4,16,25,64.0,17,32,49,17,4,5,13,18,-14,MEM,MEM @ HOU,03/01/2023,W,113,40,83,48.2,17,41,41.5,16,19,84.2,8,36,44,27,6,9,8,21,14
199,BOS,BOS vs. CLE,03/01/2023,W,117,39,78,50.0,16,32,50.0,23,28,82.1,7,36,43,27,5,4,13,18,4,CLE,CLE @ BOS,03/01/2023,L,113,45,92,48.9,10,32,31.3,13,21,61.9,10,28,38,21,8,3,7,18,-4
200,NYK,NYK vs. BKN,03/01/2023,W,142,54,89,60.7,20,35,57.1,14,21,66.7,7,39,46,28,5,3,16,21,24,BKN,BKN @ NYK,03/01/2023,L,118,42,90,46.7,15,39,38.5,19,20,95.0,5,26,31,26,6,5,14,21,-24
201,MIA,MIA vs. PHI,03/01/2023,L,96,34,78,43.6,7,29,24.1,21,23,91.3,5,28,33,18,3,2,13,17,-23,PHI,PHI @ MIA,03/01/2023,W,119,41,83,49.4,15,39,38.5,22,22,100.0,9,32,41,25,6,5,9,20,23
202,DET,DET vs. CHI,03/01/2023,L,115,39,78,50.0,14,35,40.0,23,28,82.1,7,33,40,23,8,2,17,23,-2,CHI,CHI @ DET,03/01/2023,W,117,41,85,48.2,12,27,44.4,23,31,74.2,10,30,40,27,9,4,15,22,2
203,CHA,CHA vs. PHX,03/01/2023,L,91,32,88,36.4,9,33,27.3,18,28,64.3,12,36,48,20,3,7,14,17,-14,PHX,PHX @ CHA,03/01/2023,W,105,42,89,47.2,9,25,36.0,12,15,80.0,5,43,48,30,8,9,13,22,14
204,GSW,GSW vs. POR,02/28/2023,W,123,49,91,53.8,12,30,40.0,13,16,81.3,12,34,46,34,5,2,18,19,18,POR,POR @ GSW,02/28/2023,L,105,37,86,43.0,12,39,30.8,19,22,86.4,9,24,33,26,8,4,13,17,-18
205,LAC,LAC vs. MIN,02/28/2023,L,101,35,83,42.2,11,28,39.3,20,23,87.0,9,35,44,24,11,3,25,17,-7,MIN,MIN @ LAC,02/28/2023,W,108,43,90,47.8,9,26,34.6,13,22,59.1,10,36,46,22,14,8,19,20,7
206,OKC,OKC vs. SAC,02/28/2023,L,117,43,98,43.9,11,35,31.4,20,24,83.3,12,30,42,28,9,1,10,23,-6,SAC,SAC @ OKC,02/28/2023,W,123,43,82,52.4,15,42,35.7,22,30,73.3,8,43,51,34,3,4,20,21,6
207,UTA,UTA vs. SAS,02/28/2023,L,94,30,85,35.3,10,34,29.4,24,36,66.7,14,38,52,15,8,9,20,15,-8,SAS,SAS @ UTA,02/28/2023,W,102,39,91,42.9,8,26,30.8,16,25,64.0,9,36,45,23,9,5,14,22,8
208,DAL,DAL vs. IND,02/28/2023,L,122,46,91,50.5,12,37,32.4,18,28,64.3,9,29,38,28,5,3,7,29,-2,IND,IND @ DAL,02/28/2023,W,124,41,78,52.6,11,28,39.3,31,40,77.5,5,36,41,25,3,8,9,19,2
209,HOU,HOU vs. DEN,02/28/2023,L,112,48,97,49.5,9,31,29.0,7,10,70.0,10,30,40,33,5,6,13,16,-21,DEN,DEN @ HOU,02/28/2023,W,133,53,92,57.6,16,37,43.2,11,16,68.8,11,32,43,40,8,5,11,10,21
210,BKN,BKN vs. MIL,02/28/2023,L,104,36,83,43.4,12,36,33.3,20,25,80.0,3,35,38,25,12,6,18,19,-14,MIL,MIL @ BKN,02/28/2023,W,118,50,102,49.0,14,37,37.8,4,12,33.3,11,44,55,32,10,3,17,21,14
211,TOR,TOR vs. CHI,02/28/2023,W,104,38,94,40.4,15,42,35.7,13,19,68.4,19,28,47,26,11,6,12,17,6,CHI,CHI @ TOR,02/28/2023,L,98,37,71,52.1,10,25,40.0,14,17,82.4,6,29,35,28,6,7,20,18,-6
212,ATL,ATL vs. WAS,02/28/2023,L,116,43,93,46.2,13,35,37.1,17,19,89.5,13,29,42,21,4,7,9,17,-3,WAS,WAS @ ATL,02/28/2023,W,119,48,97,49.5,6,21,28.6,17,20,85.0,16,32,48,19,6,5,9,15,3
213,MEM,MEM vs. LAL,02/28/2023,W,121,51,112,45.5,6,31,19.4,13,17,76.5,14,33,47,25,13,6,7,17,12,LAL,LAL @ MEM,02/28/2023,L,109,38,86,44.2,13,34,38.2,20,23,87.0,14,42,56,22,5,10,26,19,-12
214,NYK,NYK vs. BOS,02/27/2023,W,109,37,78,47.4,12,31,38.7,23,34,67.6,7,37,44,20,6,3,15,11,15,BOS,BOS @ NYK,02/27/2023,L,94,37,84,44.0,9,42,21.4,11,14,78.6,7,28,35,21,5,8,12,22,-15
215,CHA,CHA vs. DET,02/27/2023,W,117,43,83,51.8,13,26,50.0,18,22,81.8,7,39,46,24,8,3,17,22,11,DET,DET @ CHA,02/27/2023,L,106,42,92,45.7,3,26,11.5,19,27,70.4,10,29,39,18,12,3,9,18,-11
216,PHI,PHI vs. MIA,02/27/2023,L,99,32,73,43.8,10,27,37.0,25,28,89.3,9,30,39,20,7,3,20,24,-2,MIA,MIA @ PHI,02/27/2023,W,101,35,81,43.2,15,37,40.5,16,22,72.7,12,25,37,21,10,3,13,20,2
217,NOP,NOP vs. ORL,02/27/2023,L,93,34,76,44.7,6,27,22.2,19,23,82.6,9,29,38,23,9,2,17,26,-8,ORL,ORL @ NOP,02/27/2023,W,101,36,79,45.6,9,34,26.5,20,26,76.9,11,32,43,21,9,1,17,20,8
218,DEN,DEN vs. LAC,02/26/2023,W,134,49,96,51.0,13,39,33.3,23,31,74.2,11,39,50,35,10,3,16,23,10,LAC,LAC @ DEN,02/26/2023,L,124,44,90,48.9,11,34,32.4,25,30,83.3,6,32,38,24,11,5,13,25,-10
219,DAL,DAL vs. LAL,02/26/2023,L,108,39,93,41.9,20,49,40.8,10,14,71.4,11,37,48,21,5,5,17,24,-3,LAL,LAL @ DAL,02/26/2023,W,111,42,97,43.3,6,34,17.6,21,28,75.0,17,39,56,25,9,4,11,17,3
220,MIL,MIL vs. PHX,02/26/2023,W,104,38,87,43.7,13,45,28.9,15,21,71.4,11,34,45,15,4,7,12,20,3,PHX,PHX @ MIL,02/26/2023,L,101,40,95,42.1,8,24,33.3,13,22,59.1,19,36,55,21,4,5,12,22,-3
221,CLE,CLE vs. TOR,02/26/2023,W,118,44,84,52.4,18,36,50.0,12,14,85.7,8,37,45,31,7,5,14,17,25,TOR,TOR @ CLE,02/26/2023,L,93,36,93,38.7,9,25,36.0,12,15,80.0,13,30,43,19,4,4,14,16,-25
222,CHI,CHI vs. WAS,02/26/2023,W,102,40,79,50.6,8,30,26.7,14,17,82.4,8,31,39,21,7,3,11,19,20,WAS,WAS @ CHI,02/26/2023,L,82,32,76,42.1,6,28,21.4,12,23,52.2,12,30,42,22,5,1,16,18,-20
223,ATL,ATL vs. BKN,02/26/2023,W,129,45,90,50.0,16,30,53.3,23,28,82.1,13,33,46,20,7,2,16,18,2,BKN,BKN @ ATL,02/26/2023,L,127,43,87,49.4,14,39,35.9,27,29,93.1,6,31,37,20,12,6,10,21,-2
224,POR,POR vs. HOU,02/26/2023,W,131,42,77,54.5,20,39,51.3,27,35,77.1,6,31,37,20,7,7,14,21,17,HOU,HOU @ POR,02/26/2023,L,114,45,100,45.0,7,26,26.9,17,25,68.0,18,30,48,24,7,2,14,26,-17
225,GSW,GSW vs. MIN,02/26/2023,W,109,39,91,42.9,15,42,35.7,16,22,72.7,16,40,56,23,11,5,18,19,5,MIN,MIN @ GSW,02/26/2023,L,104,38,90,42.2,17,45,37.8,11,21,52.4,10,33,43,26,11,8,16,18,-5
226,OKC,OKC vs. SAC,02/26/2023,L,115,41,86,47.7,16,40,40.0,17,23,73.9,9,28,37,24,10,0,14,19,-9,SAC,SAC @ OKC,02/26/2023,W,124,45,85,52.9,18,43,41.9,16,24,66.7,13,35,48,32,7,1,20,21,9
227,DET,DET vs. TOR,02/25/2023,L,91,38,94,40.4,6,24,25.0,9,14,64.3,17,45,62,26,4,5,16,27,-4,TOR,TOR @ DET,02/25/2023,W,95,33,88,37.5,7,26,26.9,22,34,64.7,10,36,46,22,9,5,8,18,4
228,PHI,PHI vs. BOS,02/25/2023,L,107,35,78,44.9,9,27,33.3,28,35,80.0,8,34,42,19,8,3,10,13,-3,BOS,BOS @ PHI,02/25/2023,W,110,43,86,50.0,16,36,44.4,8,12,66.7,9,35,44,20,6,4,13,22,3
229,UTA,UTA vs. SAS,02/25/2023,W,118,43,92,46.7,10,28,35.7,22,28,78.6,15,41,56,29,5,11,16,16,16,SAS,SAS @ UTA,02/25/2023,L,102,38,97,39.2,9,34,26.5,17,21,81.0,9,32,41,21,5,6,10,21,-16
230,MEM,MEM vs. DEN,02/25/2023,W,112,45,95,47.4,15,44,34.1,7,8,87.5,11,39,50,25,10,3,12,13,18,DEN,DEN @ MEM,02/25/2023,L,94,36,89,40.4,11,37,29.7,11,14,78.6,11,37,48,22,4,4,15,13,-18
231,NYK,NYK vs. NOP,02/25/2023,W,128,45,88,51.1,19,48,39.6,19,23,82.6,11,43,54,24,1,7,19,22,22,NOP,NOP @ NYK,02/25/2023,L,106,40,102,39.2,8,38,21.1,18,21,85.7,13,26,39,25,11,0,7,15,-22
232,ORL,ORL vs. IND,02/25/2023,L,108,35,90,38.9,6,29,20.7,32,38,84.2,15,40,55,16,4,8,14,19,-13,IND,IND @ ORL,02/25/2023,W,121,48,99,48.5,15,40,37.5,10,14,71.4,10,35,45,35,9,8,10,24,13
233,CHA,CHA vs. MIA,02/25/2023,W,108,38,88,43.2,10,31,32.3,22,27,81.5,11,37,48,20,10,2,15,22,5,MIA,MIA @ CHA,02/25/2023,L,103,32,80,40.0,11,36,30.6,28,34,82.4,7,35,42,24,7,3,18,25,-5
234,MIL,MIL vs. MIA,02/24/2023,W,128,47,98,48.0,19,46,41.3,15,19,78.9,10,47,57,27,6,1,12,18,29,MIA,MIA @ MIL,02/24/2023,L,99,36,92,39.1,9,40,22.5,18,25,72.0,9,36,45,21,5,5,10,17,-29
235,WAS,WAS vs. NYK,02/24/2023,L,109,39,79,49.4,19,44,43.2,12,12,100.0,3,31,34,25,6,6,19,20,-6,NYK,NYK @ WAS,02/24/2023,W,115,45,92,48.9,12,29,41.4,13,16,81.3,12,31,43,21,9,2,12,17,6
236,ATL,ATL vs. CLE,02/24/2023,W,136,50,85,58.8,15,28,53.6,21,23,91.3,5,37,42,28,7,8,14,21,17,CLE,CLE @ ATL,02/24/2023,L,119,40,88,45.5,13,35,37.1,26,29,89.7,10,25,35,20,9,6,11,23,-17
237,CHI,CHI vs. BKN,02/24/2023,W,131,50,88,56.8,12,26,46.2,19,28,67.9,12,45,57,25,6,4,11,15,44,BKN,BKN @ CHI,02/24/2023,L,87,30,81,37.0,12,44,27.3,15,19,78.9,5,26,31,21,6,3,14,25,-44
238,MIN,MIN vs. CHA,02/24/2023,L,113,46,93,49.5,11,33,33.3,10,16,62.5,7,38,45,25,6,11,16,20,-8,CHA,CHA @ MIN,02/24/2023,W,121,43,92,46.7,10,28,35.7,25,28,89.3,11,41,52,25,10,4,11,17,8
239,GSW,GSW vs. HOU,02/24/2023,W,116,37,78,47.4,26,54,48.1,16,18,88.9,7,40,47,27,3,3,19,20,15,HOU,HOU @ GSW,02/24/2023,L,101,36,92,39.1,11,35,31.4,18,22,81.8,13,31,44,23,12,3,7,18,-15
240,PHX,PHX vs. OKC,02/24/2023,W,124,42,90,46.7,14,38,36.8,26,32,81.3,15,39,54,23,5,5,11,22,9,OKC,OKC @ PHX,02/24/2023,L,115,41,95,43.2,15,38,39.5,18,24,75.0,14,33,47,27,5,2,9,21,-9
241,LAC,LAC vs. SAC,02/24/2023,L,175,59,98,60.2,26,45,57.8,31,36,86.1,7,35,42,39,8,3,25,27,-1,SAC,SAC @ LAC,02/24/2023,W,176,65,111,58.6,18,41,43.9,28,35,80.0,12,31,43,33,18,3,15,28,1
242,IND,IND vs. BOS,02/23/2023,L,138,49,94,52.1,22,49,44.9,18,22,81.8,10,27,37,33,10,5,15,23,-4,BOS,BOS @ IND,02/23/2023,W,142,51,99,51.5,18,39,46.2,22,26,84.6,20,31,51,31,7,6,15,18,4
243,ORL,ORL vs. DET,02/23/2023,W,108,39,95,41.1,12,31,38.7,18,23,78.3,12,34,46,27,7,6,14,19,2,DET,DET @ ORL,02/23/2023,L,106,37,81,45.7,17,34,50.0,15,19,78.9,6,39,45,22,5,7,21,25,-2
244,CLE,CLE vs. DEN,02/23/2023,L,109,43,90,47.8,6,26,23.1,17,20,85.0,13,28,41,24,10,2,11,21,-6,DEN,DEN @ CLE,02/23/2023,W,115,39,84,46.4,17,36,47.2,20,23,87.0,18,29,47,30,7,4,16,20,6
245,SAC,SAC vs. POR,02/23/2023,W,133,47,85,55.3,14,34,41.2,25,31,80.6,12,37,49,27,9,4,18,16,17,POR,POR @ SAC,02/23/2023,L,116,43,93,46.2,16,38,42.1,14,17,82.4,9,24,33,26,12,3,13,23,-17
